ISBN,封面图,绘本名称,内容,评论,图书品牌,图书套装,作者,作者原名,作者国别,译者,出版社,作者获奖经历,绘本获奖经历,绘本原作名,适合年龄,责任编辑,正文语种,字数,开本,装帧,出版时间,版次,页数/页,定价/元,编辑推荐,媒体推荐,作者简介,豆瓣评分
9787500830146,,父与子全集 ,²内容简介² 1934年12月，第二次世界大战前夜的德国，到处充满了火药味，正是在这样的一个背景下，一套取材于日常生活反映父子间感情的漫画作品开始在《柏林画报》上连载，它的幽默温情犹如一片人性的绿洲，拂过万千民众的心，这便是德国漫画大师埃·奥·卜劳恩的传世名作《父与子》。它的幽默感和人情味表露得如此纯真，以致在问世近70年后，依然不断征服着世界各地的读者，散发出不衰的艺术魅力。 简要目录² 《父与子》卷一，目  录 不可救药 够了 有趣的圣诞书 新镜子 放生 图钉 足球 叫人害怕的邻座 争执的调解人 糟糕的家庭作文 假期第一天 图画的局限 挑战失败 圣诞礼物 变魔术 节前趣事 自制的雪橇 大力神 吃一堑长一智 鱼儿的信 猎人与兔子 免子现形 全部输光 来晚一步 带锚的帽子 就地取材 节前的秘密 雪人的反击 落日 梦游症患者 再也不用担心了 航空信带来的惩罚 真像爷爷 最后一个苹果 蛋糕 装病 家教 按次序来 大好时机 父亲的签名 凡事往好处想 画像摄影术 “前长，后短！” 化恐惧为力量 复活节彩蛋生出的复活节小兔 神奇的魔法书 木偶剧场 请给我四张儿童票 善待天鹅 吸引人的书 《父与子》卷二，目  录 礼物 并没想当英雄 对策 狂欢节 瞎套近乎 快乐从努力中来 装腔作势的人与无私奉献的人 返老还童 父亲见不得血 狗儿也不吃 昂贵的狗儿 举例警告 上床睡觉 不能太过分 鬼怪 都是因为爱 悲伤的乐曲 迅速实现的愿望 被驯服的马 梦与现实 新年历险记 新发明 一年之后 聪明的马 从各方面看——要歌德的书！ 忍耐是有限度的 儿子出逃后 庆祝生日 被消灭的父亲 夏季旅行中的突发事件 饥饿奏鸣曲 原来是要——火！ 意外的勋章 打了一网鱼 完了——一场梦 海狸的报复 意外的猎物 野马 和袋鼠的友谊 “瞧我，给你带来了什么！” 趁火打劫 不情愿的信鸽 这里——才是金子！ 山羊的陷阱 配合默契 紧急任务 插话者 最后的精神食粮 意外获救 又回到了家 《父与子》卷三，目  录 输了棋的父亲 痛苦的自责 美术馆趣事 乐于助人的教训 战争允许一切手段 不知情帮错了 定位球 两对父子 合适的距离 遗憾 一场不成功的音乐会 进入角色 人靠衣装 制作圣诞礼物的秘密 圣诞节的贵客 正中靶心 儿子的报复 忘了放葡萄干 生日惊喜 剪得正好的照片 狮子的错误 雪茄焰火 铅球与皮球 “什么！这是我吗？” 欢乐重现 管教……晚了一点 原来不是金鱼 汽车出了故障 不领情 刷子和胡子 医生禁止他喝浓咖啡 醉后剃须 题词 曾祖父，祖父，父亲和孩子 令人难堪的相像 大笔遗产 见怪不怪，其怪自败 宫中趣事 虚荣心被治好了 理论脱离实践 难以实现的快乐 为什么要仆人 忠实的仆人 意外的复活节礼物 命令就是命令 习惯的力量 海虾带来的烦恼 行善的结果 盛名之下 再见,15531,,,[德] 埃·奥·卜劳恩 绘,,德,杨莹,中国工人出版社,,,,,,,,,平装,2003-4,,204,20.00元,,,埃·奥·卜劳恩（e.o.plauen)， 原名埃里西·奥赛尔（Erich Ohser），德国著名漫画家。1903年3月18日生于德国福格兰特山区阿尔多夫附近的翁特盖滕格林村，童年时迁居卜劳恩市。少年时代学过钳工，后来在莱比锡绘画艺术学院学习。 1930年10月18日，卜劳恩和他的同学、画家卜尔·班塞尔的女儿玛丽加尔德结婚，1931年，他们的爱子克里斯蒂安出世。《父与子》中父与子的形象，就是取材于画家本人与其爱子克里斯蒂安的形象。 1934年12月，奥塞尔接受《柏林画报》邀请，以卜劳恩笔名开辟了一个连环漫画专栏，开始《父与子》等几个连环漫画的创作，并获得了巨大的成功，卜劳恩也因此一举成名。 纳粹在德国掌权后，卜劳恩的政治漫画被禁止发表。1944年3月他和挚友埃里西·克瑙夫被邻居告发，以“反国家言论罪”而遭逮捕。4月6日，在纳粹臭名昭著的“人民法庭”判处...(展开全部),9.1,"https://book.douban.com/subject/1002898/
"
9787532746095,,夏洛的网 ,E.B.怀特(1899-1985)生于纽约蒙特弗农，毕业于康奈尔大学。多年来他为《纽约人》杂志担任专职撰稿人。怀特是一位颇有造诣的散文家、幽默作家、诗人和讽刺作家。对于几代美国儿童来说，他之所以出名是因为写第一流的儿童读物 《小斯图亚特》(1945) 和 《夏洛特的网》(1952)。一代又一代学生和作者熟悉他，因为他是 《风格的要素》这本书的合著者 (兼修订者)。该书是关于作文和惯用法的很有价值的小册子，最初由在康奈尔大学教过怀特英语的小威廉．斯特朗克教授撰写。散文 《自由》于1940年7月首先由《哈泼斯》杂志发表。当时美国尚未加入反对纳粹的战争，世界正处于纳粹──苏联条约的时期，无论左派或右派都忽略了极权主义对民主的威胁。这篇散文收入怀特的文集《一个人的肉食》(1942)。,1208,,,(美)E·B·怀特,,美,任溶溶,上海译文出版社,,,,,,,,,平装,2008--8,,307,22.00元,,,E·B·怀特（1899-1985），美国最伟大的散文家和儿童文学家。《夏洛的网》傲居“美国最伟大的十部儿童文学名著”之首。 在朱克曼家的谷仓里，快乐地生活着一群动物，其中小猪威尔伯和蜘蛛夏洛建立了最真挚的友谊。然而，一个最丑恶的消息打破了谷仓的平静：威尔伯未来的命运竞是成为熏肉火腿。作为一只小猪，悲痛绝望的威尔伯似乎只能接受任人宰割的命运了，然而，看似渺小的夏洛却说：“我救你。”于是，夏洛用自己的丝在猪栏上织出了被人类视为奇迹的网上文字，彻底逆转了威尔伯的命运，终于让它在集市的大赛中赢得特别奖，和一个安享天命的未来。但，这时，蜘蛛夏洛的生命却走到了尽头……,8.6,"https://book.douban.com/subject/3175372/
"
9787221080417,,小狐狸买手套 ,《小狐狸买手套》：小狐狸独自去人住的镇子里买手套，人类真的像妈妈说的那样可怕吗？ 《狐狸阿权》：从来都是喜欢调皮捣蛋的小狸阿权，为什么会偷偷地给兵十家送去鱼和粟子呢？,152,,,(日)新美南吉,,日,周龙梅,贵州人民出版社,,,,,,,,,平装,2008-06-01,,91,10.00元,,,新美南吉(1913～1943)，1913年出生于日本爱知县半田，童话作家。日本儿童文学研究者石井桃子曾经说过一句名言：“北有宫泽贤治，南有新美南吉”。他的代表作有《小狐狸买手套》《狐狸阿权》《去年的树》《花木村和盗贼们》等多部，多篇作品入选日本小学语文教材。 与宫泽贤治一样，他也足终生独身，英年早逝，去世时只有三十岁。他的童话极具人情味，重视故事性，是一种非常适合于讲述的故事。家乡的自然风土，造就了他非凡的感受力；复杂的家庭环境和贫困、身体虚弱等生活背景，又使得他在作品中对处于不同生存状态的人或动物在灵魂上寄予了同情与共鸣。  在他的家乡爱知县，建仃“新美南吉纪念馆”。,8.6,"https://book.douban.com/subject/3124951/
"
9787513316675,,二十四节气 ,让我们走回天地日月中去， 重叙与山川花鸟风云雨雪的物我情长， 把每一个朴素的日子，过成良辰。,29,,,"熊亮 绘,董梅 注",,,,新星出版社,,,,,,,,,精装,2015-1,,29,88.00元,,,熊亮 中国著名绘本作家，中国绘本发展先锋之一。代表作《梅雨怪》、《金刚师》、《小石狮》、《京剧猫》等。熊亮的绘本注重线条和墨色感，作品汲取中国传统艺术的精华，人物景致独特且充满诗意，极富情感表现力，他也是中国被介绍到海外最多的绘本艺术家之一。他的创作非常跨界，涉及成人绘本、童书、小说、戏剧、当代水墨等领域，同时又是书籍策划人和图文教育家。多种元素的结合给其作品带来了广博深厚的特质。他的每一部作品都在突破原有的框架并努力开拓图文形式的可能性。 董梅 中央美术学院人文学院副教授，从事中国古典文学史与中国文化的研究与教学。从中国文化的学习和浸润中获得信仰。人在天地之间，与万物依存，这是我们自身的来处，也是我们心灵的归向。《二十四节气》原本为熊亮受邀，为MERIDIAN时差召集的、来自10个不同国家艺术家的原创项目“时差绘本联合国”中的中国代表之作；此次再版...(展开全部),9.2,"https://book.douban.com/subject/26273658/
"
9787544247191,,阴天有时下肉丸 ,吧唧吧唧小镇和别的小镇一样，有街道、有花园、有学校。不同的是，这里没有卖食物的商店。尽管如此，小镇居民的生活中却不乏美味。因为这儿下雨的时候不下雨珠，下雪的时候不下雪花，刮来的也不只是单纯的风——从天而降的是各种美味的食物。可是有一天，天气变糟了。面对着堆满街道的肉丸、汉堡和番茄，人们开始害怕起来…… 电影《美食从天而降》原作，荣获国际阅读协会、美国童书学会 儿童选书大奖。,164,,,"(美)朱迪·巴瑞特 文,(美)罗恩·巴瑞特 图",,美,李耘,南海出版公司,,,cloudy with a chance of meatballs,,,,,,精装,2010.10,,32页,25.00元,,,朱迪•巴瑞特。绘本作家，主要作品有《老麦克唐纳有一个农场》《动物绝对不应该穿衣服》等。她居住于纽约布鲁克林区，每天的大部分时间都在构思新的作品。她还喜欢收藏古董，家里摆满了植物，还有一台塞满了各种美味的冰箱。为孩子们写书的同时，她也在幼儿园担任艺术课的老师，还是一名书评撰稿人。 罗恩•巴瑞特 绘本作家、插画家，与朱迪•巴瑞特一起创作了《老麦克唐纳有一个农场》《动物绝对不应该穿衣服》等绘本作品。另外，他还为大人们写书和剧本。在成为绘本作家之前，做过动画制作、艺术广告导演等工作。,9.0,"https://book.douban.com/subject/5275422/
"
9787533258177,,我的连衣裙 ,《我的连衣裙》是一本以三拍子节奏展开的图画书。什么叫三拍子呢，就是它有一个不断重复的结构——画面“1·2·3”、“1·2·3”地一遍又一遍地重复着，类似音乐里的节拍。你看，小兔子穿上雪白的连衣裙这张画，是不是和后面的小兔子穿上花朵、雨点、草籽、小鸟花样的连衣裙的画面几乎一样？小兔子走进花田这张画，是不是和下雨了、走进草丛、飞来一群小鸟的画面差不多？小兔子的连衣裙变成花朵花样这张画，是不是和连衣裙变成雨点、草籽、小鸟花样的画面差不多？如果我们把小兔子穿上连衣裙这张画叫做1，走进花田这张叫做2，连衣裙变成了花朵花样这张叫做3，那么，后边就又“1·2·3”、“1·2·3”、 “1·2·3”地重复了三遍。这是一种连一个两三岁幼儿都能明白的重复，他们喜欢这种重复，期盼这种重复。这虽然是一种无声的节拍，但伴随着翻页的动作，孩子们在心中能够感受得到这种音乐般的旋律。,166,,信谊世界精选图画书,(日)西卷茅子 文/图,,日,彭懿,明天出版社,,,,,,,,,精装,2008-10,,42页,28.80元,,,,8.6,"https://book.douban.com/subject/3354727/
"
9787806793855,,阿罗有枝彩色笔 ,属阿罗系列。20世纪最有影响力的作品之一，全球销量超亿册。美、英等21个国家和地区学龄前儿童及家长的必选书。 在美国，有一位小男孩阿罗，在他天马行空的世界里，凭借着一枝彩色笔，画出了自己的无数梦想。阿罗随心所欲，阿罗心想事成，阿罗在他的世界里涂涂抹抹，描绘着他自己的各种故事。 　　作者巧妙地运用孩子的逻辑和语言，真切地描画出他们自由想象的历程。作品简洁生动，充满奇异幻想。简单的线条，引领儿童走入奇异的世界，有益于拓展儿童的想象力、创造力，健全儿童情感世界。阿罗梦笔生花的奇妙故事让无数读者着迷，在美国、英国、法国、德国等国家，学龄前儿童及家长几乎都读过阿罗。美国《出版商周刊》将该书评为20世纪最有影响力的作品之一。,144,,阿罗系列,克罗格特・约翰逊,,,孙晓娜,接力出版社,,,,,,,,,平装,2004-1-1,,64,6.00,,,克罗格特•约翰逊，Crockett Johnson（1906-1975），在众星如云的美国儿童文学史上，克罗格特•约翰逊创作的数量并不多，这位戏称自己为“世界上最懒的人”的男人却以最原始的观念和表现手法，开创了一种新的图画类型与风格，至今无人可取代或模仿。 　　他创作的阿罗形象聪明、单纯、可爱，热爱幻想并有幽默感，紧紧抓住了孩子的心。其大面积留白的形式被称为“儿童图书历史上最有价值的空白”。阿罗这个名字在美国家喻户晓，孩子和家长们都喜欢阿罗，称他为“世界上最富有想象力的小孩”。 　　克罗格特•约翰逊的作品风靡全球40年，打动了世界各地无数读者的心，从面民为世界儿童文学史上永不磨灭的奇迹。,8.9,"https://book.douban.com/subject/1216407/
"
9787535807229,,鸡王画虎 ,本书选取郑渊洁作品中的故事《鸡王画虎》《鸡家族的荣耀》《作曲家，鸡和野猫》《黑母鸡白母鸡》《地球上还剩一个鸡蛋》《虔诚的鸡博士》等多部童话故事，向读者传达友爱、自信等积极向上的主题。,591,,十二生肖系列童话,郑渊洁,,,,湖南少年儿童出版社,,,,,,,,,平装,1992-3,,150,2.60元,,,,8.6,"https://book.douban.com/subject/2059695/
"
9787537930222,,史努比全集（全25册） ,“这是个漆黑的、风雨交加的夜晚”，1965年6月，史努比决定成为一名伟大的小说家，在那架沉重的老式打字机上，他打下这样一行清晰、引人入胜并无望终结的开头。这一年，史努比还面无愧色地登上了《时代》杂志的封面，从前这个地方都是被肯尼迪。赫鲁晓夫或是披头土这样的家伙占据的。  　　对于诞生于1950年的史努比来说，他的上一次人（狗）生转折点发生在1960年，他勇敢地站了起来，再也不毫无尊严地四脚着地。他开始独立思考，而不再是那个圆头圆脑的小子的附庸，他发现睡在屋顶上更容易发挥他的才华，即使是摔下来，他也可以说出这样的名句：“生活就是会被从好梦中粗暴地惊醒。”  　　在接下来的40年间，史努比心安理得地担当着“全世界的最伟大的小狗”这一角色。除了极偶然的情况，他一般会相信“狗”的确是一种与自己不相干的动物。而他则是那位一战中的飞行员、精益求精的作家、在星期天下午闲逛的酷哥、一名夸夸其谈的律师……尽管他的活动范围通常不会超出后院，追随者仅仅是四只笨鸟，他野营的梦想亦不过是吃点速食白蛋糕，但这一点儿也不妨碍他登上月球、组织大规模的军事进攻、在巴黎的小酒馆里喝上两杯……总之，除了对于猫刻骨铭心的仇恨外，他缺乏任何“狗”的痕迹，查理·布朗不得不绝望他忍受着这个伙伴的傲慢、没心没肺与勇往直前，看，即使在夜晚饥饿难耐时，史努比仍表现出一种男爵式的尊严与骄傲。在过去的几十年中，全球至少有3亿5千5百万人每天盯着他的生活，却从未影响过他的我行我素。  　　50年来，美国人查尔斯·舒尔茨手不停挥地画了1．8万条四格漫画，并以毕加索为偶像，但将他推入不朽的艺术家的行列仍是一厢情愿的事，况且多年以来，这个不事张扬的老人最大的心愿不过是与这群小人与小狗作伴。每日不停的四格漫画也无法承载智力与情感的真正追求，他继承了巴尔扎克、大仲马与狄更斯的专栏连载传统，除了才华，他所拥有的形式与空间却小得多了。  　　在那些无所事事的午后，那些沮丧与孤独的夜晚，没有比阅读史努比更令人欣慰的了。你一格格地看着这些小家伙们烦恼的童年，查理·布朗为橄榄球、风筝忧伤，一只小狗面临永恒的修论——他想成为一切，却终归是一只小狗……在小小的方框内，虽然这些故事情节普通，不断重复，可你却从不厌倦，就好像史努比从不拒绝再吃一盘曲奇饼干。  　　那引诱我们的东西是什么？从20世纪60年代末起，舒尔茨就有意限制史努比的光芒，因为这只小猎犬深具魅力甚至引导了漫画的发展。从查理·布朗的挫折，我们看到了生活的现实，看到了面对的外界的无奈与平庸，但史努比却将日常生活变成了一场场真正的冒险：干涸的游泳池是英吉利海峡、尖尖的屋顶成为战斗机……最终，花生村所有的居民都成为了史努比的配角，他们存在理由的就是为了突显这只特立独行的小狗，头戴防风眼镜的史努比如同瞎眼的博尔赫斯一样实践着“强劲的想象产生现实”。  　　舒尔茨更偏爱查理·布朗，而史努比却漫不经。心地大放异彩。请戴好你的飞行头盔，我们将追随我们的漫画英雄开始一场激动人心的历险，你看他，可真是一只了不起的小狗。,576,,,[美] 查尔斯·舒尔茨,,美,,希望出版社,,,,,,,,,平装16开,2002-10,,,800.00元,,,"查尔斯·舒尔茨（Charles M. Schulz, 1922-2000）1950年开始了他作为一名职业漫画家的创作生涯。一个名叫查理·布朗的小男孩儿，一只名叫史努比的不大可能存在的小狗，再加上一群魅力十足的人物，让舒尔茨创造出了一部深受各个国家、各个年龄层读者喜爱的连环画。 舒尔茨曾两度获得漫画艺术最高殊荣“鲁本奖”（Reuben Award），1978年被选为“年度国际漫画家”，1990年得到法国文艺勋章，他还曾获得著名的“艾美奖”。",9.3,"https://book.douban.com/subject/1080758/
"
9787533243708,,木民谷的冬天 ,大家都知道木民谷里的那些木民是要冬眠的。可是这一年，小木民矮子精很早就醒了。因此，当一家人还在睡觉的时候，他决定去看看在夏天里他喜欢的那些地方。可他看到的净是奇怪的白东西。甚至太阳也不见了！小木民矮子精非常生气：不管这“冬天”是谁，她也太不像话了！他决定探索四季中最神秘的这个季节的真相，于是他来到了木民们从没到过的地方……,133,,世界奇幻文学大师精品系列,托芙・扬松,,,任溶溶,明天出版社,,,,,,,,,平装(无盘),2004-4,,164,11.00元,,,,8.9,"https://book.douban.com/subject/1063651/
"
9787532258871,,美国姨妈的礼物 ,赛娜正为着和艾特一起去旅行高兴呢，可是艾特的美国姨妈突然要来了！艾特对赛娜说他的美国姨妈回给他们带来意想不到的礼物，事实上小家伙好像并不这么认为，但是她还是和艾特一起准备丰盛的晚餐等待美国姨妈的到来，美国姨妈给他们带来了什么礼物呢？他们一起享用了那顿丰富的晚餐吗？告诉你们，最后小家伙在旅行前真的收到了一份意想不到的礼物哦……,16,,海豚绘本花园,嘉贝丽·文生,,,,,,,,,,,,,精装,2009-5-1,,,,,,嘉贝丽·文生（GabrielleVincent，1928 2000），原名莫妮克·马丁（MoniqueMartin），生于比利时布鲁塞尔，毕业于布鲁塞尔艺术学院，后主要从事美术创作。1980年开始创作图画书，1982年出版的《流浪狗之歌》获得极高赞誉并广为流传，奠定其世界著名插画家的地位。她的图画书代表作还包括：《艾特熊＆赛娜鼠》系列、《蛋》等。她创作的图画书获奖无数，多是艺术爱好者喜爱和收藏的作品。它们不但深受孩子们的喜爱，也唤起许多大人的强烈情感。 嘉贝丽非常厌恶一味追求物欲的现代消费社会。她认为这是一种病态，“认为无论什么都得用金钱去买，一味拼命地弄钱。可是只要稍微认真地考虑一下，即使不去买，也有花点心思自己就能做到的东西。这样能让想象力丰富起来，自己来创造属于自己的东西。” 艾特熊和赛娜鼠的故事最受孩子们的喜爱，多种版本在世界各地畅销200万...(展开全部),7.4,"https://book.douban.com/subject/6434446/
"
